source,destination,median_delay_ratio,pct_delayed,volume,median_actual_time,median_osrm_time,is_chronic,delay_volume_score
IND523002AAA,IND523230AAA,1.588235294117647,1.0,63,31.0,20.0,1,100.05882352941175
IND722151AAA,IND723130AAA,10.0,1.0,10,169.0,69.5,1,100.0
IND431136AAC,IND431122AAA,2.2222222222222223,1.0,45,38.0,18.0,1,100.0
IND560043AAC,IND560099AAB,1.513157894736842,0.6363636363636364,66,19.5,14.5,1,99.86842105263158
IND301001AAB,IND321001AAB,1.9565217391304348,1.0,51,32.0,21.0,1,99.78260869565217
IND411021AAA,IND411033AAA,1.75,0.45614035087719296,57,13.0,11.0,1,99.75
IND160002AAC,IND421302AAG,1.6842105263157894,0.864406779661017,59,34.0,19.0,1,99.36842105263158
IND342902AAA,IND302014AAA,1.9846491228070176,0.96,50,42.5,20.0,1,99.23245614035088
IND322230AAA,IND322241AAA,1.8,0.7818181818181819,55,15.0,8.0,1,99.0
IND580028AAA,IND562132AAA,1.5459558823529411,1.0,64,26.5,16.0,1,98.94117647058823
IND262122AAB,IND244901AAB,2.4642857142857144,0.975,40,19.0,7.0,1,98.57142857142858
IND607801AAA,IND606003AAA,2.142857142857143,0.8913043478260869,46,15.5,7.0,1,98.57142857142857
IND688009AAA,IND686028AAB,2.229166666666667,1.0,44,32.5,17.5,1,98.08333333333334
IND121001AAA,IND121004AAB,2.0,0.7551020408163265,49,14.0,7.0,1,98.0
IND175015AAA,IND174001AAA,2.0,1.0,49,75.0,38.0,1,98.0
IND389001AAA,IND389151AAA,1.5555555555555556,0.8253968253968254,63,28.0,18.0,1,98.0
IND134203AAA,IND140501AAA,1.75,0.6785714285714286,56,16.0,8.5,1,98.0
IND741156AAA,IND742101AAC,2.5714285714285716,0.9736842105263158,38,14.0,6.0,1,97.71428571428572
IND110044AAB,IND110030AAD,1.625,0.8333333333333334,60,14.0,9.0,1,97.5
IND421302AAG,IND160002AAC,1.6470588235294117,0.8983050847457628,59,29.0,19.0,1,97.17647058823529
IND382715AAA,IND382430AAB,1.8674812030075187,0.9615384615384616,52,40.0,22.0,1,97.10902255639097
IND110043AAA,IND110078AAA,1.4705882352941178,0.7424242424242424,66,20.0,12.5,1,97.05882352941177
IND515201AAA,IND515301AAA,2.3095238095238093,1.0,42,17.0,7.0,1,96.99999999999999
IND562132AAA,IND560060AAB,1.3846153846153846,0.4857142857142857,70,17.0,13.0,1,96.92307692307692
IND620020AAA,IND621112AAA,1.9375,0.9,50,13.0,7.0,1,96.875
IND400072AAC,IND400011AAA,2.844444444444444,1.0,34,25.0,9.0,1,96.7111111111111
IND305001AAC,IND305901AAA,1.8888888888888888,0.9411764705882353,51,32.0,17.0,1,96.33333333333333
IND731301AAA,IND713205AAB,1.75,0.9636363636363636,55,50.0,28.0,1,96.25
IND842001AAA,IND845412AAB,2.235294117647059,0.7209302325581395,43,35.0,16.0,1,96.11764705882354
IND422605AAA,IND413709AAA,1.7777777777777777,0.9814814814814815,54,14.0,8.0,1,96.0
IND583201AAA,IND583227AAA,2.0,0.9791666666666666,48,22.5,11.0,1,96.0
IND362001AAA,IND362220AAA,1.7777777777777777,0.9444444444444444,54,14.0,7.0,1,96.0
IND000000ABG,IND501359AAF,2.3333333333333335,0.9512195121951219,41,18.0,11.0,1,95.66666666666667
IND846004AAA,IND847103AAA,2.3333333333333335,1.0,41,31.0,21.0,1,95.66666666666667
IND614715AAA,IND614809AAA,1.8675213675213675,0.6470588235294118,51,17.0,12.0,1,95.24358974358975
IND451666AAA,IND424006AAA,2.380952380952381,1.0,40,34.0,16.5,1,95.23809523809524
IND173025AAA,IND160002AAC,2.1634408602150534,1.0,44,57.5,27.0,1,95.19139784946235
IND521225AAB,IND507002AAA,1.4166666666666667,0.7014925373134329,67,38.0,27.0,1,94.91666666666667
IND713148AAA,IND713128AAB,2.7905982905982905,1.0,34,44.0,20.0,1,94.88034188034187
IND000000AEM,IND110037AAB,1.8571428571428572,0.8235294117647058,51,19.0,10.0,1,94.71428571428572
IND396232AAA,IND396191AAC,3.155555555555556,1.0,30,25.0,9.0,1,94.66666666666667
IND560078AAC,IND560099AAB,2.2,0.7906976744186046,43,24.0,11.0,1,94.60000000000001
IND413002AAA,IND413501AAA,1.5,0.9841269841269841,63,27.0,17.0,1,94.5
IND638657AAA,IND638701AAA,1.5,0.7301587301587301,63,12.0,8.0,1,94.5
IND68004AAA,IND683511AAA,1.8888888888888888,0.86,50,23.0,11.0,1,94.44444444444444
IND209304AAA,IND212601AAA,1.475,0.59375,64,32.0,24.0,1,94.4
IND587103AAB,IND582209AAA,1.84,1.0,51,42.0,23.0,1,93.84
IND560300AAA,IND560043AAC,0.9444444444444444,0.30303030303030304,99,13.0,14.0,0,93.5
IND322201AAA,IND303503AAA,1.6666666666666667,0.8928571428571429,56,10.0,6.0,1,93.33333333333334
IND501359AAE,IND000000ACB,1.6656346749226005,0.875,56,38.0,22.0,1,93.27554179566563
IND306401AAB,IND342005AAD,1.7142857142857142,0.9444444444444444,54,30.0,17.0,1,92.57142857142857
IND500039AAC,IND501359AAE,2.6363636363636362,0.9428571428571428,35,30.0,12.0,1,92.27272727272727
IND629179AAA,IND627005AAA,2.0930232558139537,0.9772727272727273,44,50.0,23.0,1,92.09302325581396
IND411014AAA,IND411033AAA,2.0,0.9130434782608695,46,22.0,12.0,1,92.0
IND262701AAA,IND262802AAA,2.299107142857143,1.0,40,26.0,12.0,1,91.96428571428571
IND466116AAA,IND462022AAA,2.0868055555555554,0.9545454545454546,44,36.5,23.5,1,91.81944444444443
IND854326AAB,IND852131AAA,1.8328173374613002,0.98,50,35.5,18.0,1,91.64086687306501
IND134109AAA,IND160002AAC,1.5272727272727273,0.6666666666666666,60,14.0,9.0,1,91.63636363636364
IND600056AAB,IND600076AAB,1.5,0.7213114754098361,61,15.0,10.0,1,91.5
IND562132AAA,IND560085AAA,1.6904761904761905,0.7407407407407407,54,21.0,11.0,1,91.28571428571429
IND712311AAA,IND732103AAB,2.5357142857142856,1.0,36,43.0,17.0,1,91.28571428571428
IND380054AAA,IND382430AAB,1.9,0.9791666666666666,48,18.0,10.0,1,91.19999999999999
IND431136AAC,IND431001AAA,2.3333333333333335,0.8461538461538461,39,20.0,7.0,1,91.0
IND140301AAA,IND140901AAA,2.392857142857143,1.0,38,17.0,7.5,1,90.92857142857143
IND411033AAA,IND000000AAL,2.4545454545454546,0.8648648648648649,37,37.0,15.0,1,90.81818181818181
IND575004AAB,IND562132AAA,1.7454545454545456,0.9615384615384616,52,36.5,19.0,1,90.76363636363637
IND401209AAB,IND401104AAA,2.75,0.9696969696969697,33,20.0,8.0,1,90.75
IND211002AAB,IND211013AAA,5.333333333333333,0.8823529411764706,17,34.0,6.0,1,90.66666666666666
IND136128AAA,IND136027AAA,2.0588235294117645,0.9772727272727273,44,22.5,10.5,1,90.58823529411764
IND506314AAA,IND506002AAA,3.1176470588235294,0.9655172413793104,29,44.0,17.0,1,90.41176470588235
IND341510AAB,IND305001AAC,2.15,1.0,42,31.0,15.0,1,90.3
IND282002AAD,IND205001AAB,2.1497326203208553,0.9047619047619048,42,38.0,20.0,1,90.28877005347593
IND160002AAC,IND173212AAA,1.608695652173913,0.875,56,39.0,25.0,1,90.08695652173913
IND562132AAA,IND577598AAC,1.5,0.9333333333333333,60,25.5,17.0,1,90.0
IND493118AAC,IND495334AAB,1.5,0.8666666666666667,60,12.0,8.0,1,90.0
IND623315AAB,IND614620AAA,1.5,0.75,60,12.0,7.0,1,90.0
IND302014AAB,IND302006AAC,2.0,0.9333333333333333,45,23.0,11.0,1,90.0
IND802158AAB,IND821115AAB,2.2435897435897436,0.925,40,46.0,14.0,1,89.74358974358975
IND518002AAA,IND584101AAA,1.6276923076923078,0.9090909090909091,55,41.0,25.0,1,89.52307692307693
IND713364AAB,IND712311AAA,1.719607843137255,0.9423076923076923,52,29.0,17.0,1,89.41960784313726
IND110037AAM,IND110024AAA,2.480769230769231,0.8055555555555556,36,28.5,12.0,1,89.3076923076923
IND638701AAA,IND641607AAA,1.75,0.9411764705882353,51,14.0,8.0,1,89.25
IND362150AAA,IND362001AAA,1.5555555555555556,0.7368421052631579,57,17.0,10.0,1,88.66666666666667
IND516269AAA,IND516390AAA,1.5,0.9322033898305084,59,32.0,22.0,1,88.5
IND263153AAB,IND244715AAA,1.8380952380952382,0.7083333333333334,48,42.0,37.0,1,88.22857142857143
IND125001AAA,IND335513AAA,1.7272727272727273,0.9411764705882353,51,38.0,22.0,1,88.0909090909091
IND421302AAG,IND410401AAA,2.0,0.8181818181818182,44,44.5,22.0,1,88.0
IND209304AAA,IND208006AAA,2.142857142857143,0.7560975609756098,41,16.0,8.0,1,87.85714285714286
IND531163AAA,IND535001AAA,2.25,1.0,39,14.0,7.0,1,87.75
IND244901AAB,IND243002AAA,1.825814536340852,0.9375,48,32.0,16.5,1,87.6390977443609
IND110037AAM,IND110085AAB,1.9045454545454545,0.9565217391304348,46,23.5,12.0,1,87.60909090909091
IND400705AAA,IND421302AAH,2.5,0.7142857142857143,35,29.0,9.0,1,87.5
IND424006AAA,IND424101AAA,1.7142857142857142,0.9803921568627451,51,12.0,7.0,1,87.42857142857143
IND580028AAA,IND581402AAA,1.4545454545454546,0.8833333333333333,60,31.0,23.0,1,87.27272727272728
IND530012AAA,IND751002AAB,1.5294117647058822,0.8070175438596491,57,26.0,17.0,1,87.17647058823529
IND700088AAA,IND712311AAA,3.2222222222222223,1.0,27,27.0,9.0,1,87.0
IND804420AAA,IND803101AAA,2.625,1.0,33,38.0,16.0,1,86.625
IND361001AAA,IND361305AAC,1.7886029411764706,1.0,48,26.0,16.0,1,85.85294117647058
IND691001AAB,IND691506AAA,1.3818181818181818,0.7419354838709677,62,12.0,10.0,1,85.67272727272727
IND600056AAB,IND632006AAA,1.6470588235294117,0.8653846153846154,52,35.0,21.0,1,85.6470588235294
IND282001AAF,IND283122AAB,2.138888888888889,0.9,40,18.0,9.0,1,85.55555555555556
IND722122AAA,IND713205AAB,1.746031746031746,0.9183673469387755,49,17.0,10.0,1,85.55555555555556
IND843105AAB,IND848101AAA,2.1345029239766085,0.925,40,26.5,10.0,1,85.38011695906434
IND515401AAB,IND515801AAA,2.4375,1.0,35,30.0,16.0,1,85.3125
IND273014AAB,IND209304AAA,1.894736842105263,0.8222222222222222,45,36.0,19.0,1,85.26315789473684
IND843126AAA,IND842001AAA,2.75,0.9354838709677419,31,18.0,8.0,1,85.25
IND441206AAB,IND442605AAA,2.076923076923077,1.0,41,20.0,7.0,1,85.15384615384616
IND610001AAA,IND614715AAA,1.6666666666666667,0.9019607843137255,51,15.0,9.0,1,85.0
IND515004AAA,IND515401AAB,1.6666666666666667,0.8627450980392157,51,26.0,16.0,1,85.0
IND508377AAB,IND501359AAE,1.4891304347826086,0.6666666666666666,57,34.0,23.0,1,84.88043478260869
IND591123AAC,IND587103AAB,1.5416666666666667,0.7636363636363637,55,38.0,24.0,1,84.79166666666667
IND416012AAA,IND415003AAA,1.8,1.0,47,28.0,16.0,1,84.60000000000001
IND243503AAB,IND244901AAB,2.0625,0.975609756097561,41,35.0,18.0,1,84.5625
IND642126AAA,IND642001AAA,1.3,0.6615384615384615,65,12.0,9.0,1,84.5
IND421401AAC,IND421601AAB,3.1176470588235294,0.9259259259259259,27,15.0,7.0,1,84.17647058823529
IND742121AAA,IND742102AAB,3.366071428571429,0.96,25,40.0,9.0,1,84.15178571428572
IND816107AAA,IND826004AAA,1.3141447368421053,0.578125,64,44.5,34.5,1,84.10526315789474
IND826004AAA,IND821115AAB,1.615546218487395,0.7115384615384616,52,27.0,16.5,1,84.00840336134453
IND209304AAA,IND208012AAA,2.0,0.7142857142857143,42,18.0,10.0,1,84.0
IND691001AAB,IND683511AAA,1.3333333333333333,0.6825396825396826,63,31.0,24.0,1,84.0
IND847212AAA,IND847226AAA,2.0,0.5952380952380952,42,29.0,17.0,1,84.0
IND828111AAA,IND826004AAA,6.0,0.9285714285714286,14,41.5,10.5,1,84.0
IND560043AAC,IND562132AAA,1.75,0.7708333333333334,48,27.0,15.0,1,84.0
IND209304AAA,IND206122AAA,1.4444444444444444,0.7931034482758621,58,25.0,17.0,1,83.77777777777777
IND560099AAB,IND560078AAC,1.4907407407407407,0.7142857142857143,56,20.0,14.0,1,83.48148148148148
IND206122AAA,IND206001AAA,1.4375,0.8793103448275862,58,23.5,16.0,1,83.375
IND400701AAA,IND410206AAA,1.6666666666666667,0.72,50,15.5,9.0,1,83.33333333333334
IND000000AAL,IND411033AAA,2.25,0.9459459459459459,37,30.0,15.0,1,83.25
IND585401AAA,IND502286AAB,1.8867521367521367,1.0,44,48.5,27.5,1,83.01709401709401
IND110085AAB,IND000000ACB,1.6923076923076923,0.7142857142857143,49,17.0,10.0,1,82.92307692307692
IND395023AAA,IND390022AAA,1.5590277777777777,0.9433962264150944,53,28.0,17.0,1,82.62847222222221
IND521301AAA,IND521001AAA,2.173611111111111,1.0,38,24.5,15.0,1,82.59722222222223
IND000000ACA,IND144001AAB,1.6153846153846154,0.9803921568627451,51,28.0,17.0,1,82.38461538461539
IND422103AAC,IND422605AAA,1.7142857142857142,0.875,48,12.0,7.0,1,82.28571428571428
IND500055AAC,IND501401AAC,2.416666666666667,0.9705882352941176,34,12.0,5.5,1,82.16666666666667
IND560300AAA,IND560002AAA,1.0909090909090908,0.26666666666666666,75,11.0,11.0,0,81.81818181818181
IND274301AAB,IND273014AAB,2.7256006006006004,1.0,30,84.5,34.5,1,81.76801801801801
IND246149AAA,IND249407AAA,2.713333333333333,1.0,30,73.5,31.5,1,81.39999999999999
IND848101AAA,IND844505AAB,3.0,0.7777777777777778,27,42.0,17.0,1,81.0
IND560300AAA,IND560085AAA,1.125,0.4305555555555556,72,11.0,10.0,0,81.0
IND518002AAA,IND518501AAA,1.5,0.8518518518518519,54,28.0,19.5,1,81.0
IND581119AAB,IND577002AAA,1.5,0.9444444444444444,54,18.0,11.0,1,81.0
IND670643AAA,IND673632AAA,1.8,0.9333333333333333,45,18.0,10.0,1,81.0
IND462022AAA,IND465669AAB,2.0714285714285716,1.0,39,42.0,21.0,1,80.78571428571429
IND302014AAB,IND302026AAA,2.125,1.0,38,24.0,10.5,1,80.75
IND302014AAB,IND302004AAA,1.5833333333333333,0.6666666666666666,51,16.0,11.0,1,80.75
IND586128AAA,IND585104AAA,2.236111111111111,0.9722222222222222,36,18.0,7.0,1,80.5
IND532001AAB,IND532127AAA,1.9166666666666665,1.0,42,36.5,17.5,1,80.5
IND121004AAB,IND121004AAA,1.75,0.9782608695652174,46,10.0,7.0,1,80.5
IND628204AAA,IND627657AAA,1.1833333333333333,0.45588235294117646,68,12.0,11.0,0,80.46666666666667
IND524201AAA,IND523002AAA,1.2941176470588236,0.6129032258064516,62,23.0,17.0,1,80.23529411764706
IND000000ACB,IND201007AAA,1.2727272727272727,0.5079365079365079,63,14.0,13.0,1,80.18181818181819
IND742102AAB,IND712311AAA,2.5,0.96875,32,50.5,18.5,1,80.0
IND600076AAB,IND600032AAB,2.5,1.0,32,24.0,9.0,1,80.0
IND742101AAC,IND731237AAB,2.854166666666667,1.0,28,19.5,7.0,1,79.91666666666667
IND523226AAA,IND523316AAB,1.9444444444444444,0.9512195121951219,41,35.0,19.0,1,79.72222222222221
IND761200AAA,IND532001AAB,2.213636363636364,0.9722222222222222,36,34.0,18.0,1,79.6909090909091
IND581314AAA,IND403726AAA,1.7666666666666666,0.8888888888888888,45,45.0,26.0,1,79.5
IND244901AAB,IND244221AAA,1.3230769230769233,0.6166666666666667,60,32.0,26.0,1,79.3846153846154
IND136027AAA,IND132039AAA,1.89010989010989,1.0,42,32.5,17.5,1,79.38461538461539
IND395023AAD,IND395004AAB,2.3333333333333335,1.0,34,20.5,8.0,1,79.33333333333334
IND563101AAB,IND563131AAA,1.5857142857142859,0.86,50,11.0,7.0,1,79.28571428571429
IND501359AAE,IND500010AAA,1.6442687747035574,0.7916666666666666,48,16.0,11.0,1,78.92490118577075
IND523230AAA,IND523105AAA,1.380952380952381,0.6842105263157895,57,26.0,20.0,1,78.71428571428571
IND000000ACB,IND201301AAF,1.2666666666666666,0.5645161290322581,62,16.0,11.0,1,78.53333333333333
IND845418AAB,IND845438AAA,2.1176470588235294,0.972972972972973,37,39.0,17.0,1,78.3529411764706
IND135001AAA,IND173025AAA,2.1761538461538463,0.8055555555555556,36,44.5,18.5,1,78.34153846153846
IND700053AAA,IND712311AAA,4.35,1.0,18,43.0,9.5,1,78.3
IND502286AAB,IND502220AAC,1.7,0.9565217391304348,46,49.0,28.0,1,78.2
IND517501AAB,IND517644AAA,2.443627450980392,1.0,32,40.5,15.5,1,78.19607843137254
IND532201AAA,IND532222AAA,1.9545454545454546,0.975,40,29.5,11.5,1,78.18181818181819
IND732103AAB,IND732202AAA,3.25,1.0,24,24.5,6.0,1,78.0
IND302006AAA,IND302014AAB,3.0,1.0,26,22.0,6.5,1,78.0
IND532001AAB,IND532421AAA,2.0,0.7692307692307693,39,31.0,18.0,1,78.0
IND363421AAB,IND364710AAA,2.0,1.0,39,28.0,16.0,1,78.0
IND606801AAB,IND632006AAA,2.0,0.9230769230769231,39,42.0,19.0,1,78.0
IND742226AAA,IND742102AAB,2.0,0.7692307692307693,39,18.0,12.0,1,78.0
IND415612AAA,IND415408AAC,2.4292763157894735,0.96875,32,53.0,20.0,1,77.73684210526315
IND571426AAA,IND571104AAA,1.7222222222222223,0.9555555555555556,45,44.0,31.0,1,77.5
IND442101AAB,IND445001AAB,2.210526315789474,1.0,35,36.0,17.0,1,77.36842105263159
IND396191AAC,IND421302AAG,1.793103448275862,0.8604651162790697,43,37.0,21.0,1,77.10344827586206
IND201007AAA,IND245304AAA,1.75,0.8409090909090909,44,19.0,10.0,1,77.0
IND160055AAA,IND160002AAC,1.0121951219512195,0.3684210526315789,76,11.0,11.0,0,76.92682926829268
IND843301AAA,IND843320AAA,1.92,0.725,40,34.0,12.5,1,76.8
IND792121AAB,IND786181AAC,3.0714285714285716,0.88,25,24.0,8.0,1,76.78571428571429
IND581325AAA,IND580028AAA,1.8229166666666665,0.9285714285714286,42,50.5,25.0,1,76.5625
IND454001AAA,IND457001AAA,1.125,0.39705882352941174,68,26.0,24.0,0,76.5
IND679303AAA,IND679531AAA,2.732142857142857,1.0,28,20.5,9.0,1,76.5
IND121004AAB,IND121001AAA,1.7,0.6222222222222222,45,15.0,9.0,1,76.5
IND249407AAA,IND246149AAA,2.1838803088803087,0.9714285714285714,35,69.0,36.0,1,76.4358108108108
IND140901AAA,IND160055AAA,1.9090909090909092,0.95,40,11.5,7.5,1,76.36363636363637
IND388220AAA,IND388320AAA,1.8181818181818181,0.9523809523809523,42,18.0,10.5,1,76.36363636363636
IND140301AAA,IND140001AAA,1.8181818181818181,0.7857142857142857,42,18.0,11.5,1,76.36363636363636
IND680587AAA,IND68004AAA,1.9545454545454546,0.9743589743589743,39,21.0,11.0,1,76.22727272727273
IND400072AAB,IND411033AAA,1.9038901601830664,0.8,40,39.5,22.5,1,76.15560640732267
IND680012AAA,IND679303AAA,1.3846153846153846,0.8909090909090909,55,16.0,10.0,1,76.15384615384615
IND700028AAB,IND712311AAA,4.0,1.0,19,29.0,9.0,1,76.0
IND842001AAA,IND845438AAA,2.5277777777777777,1.0,30,37.0,17.0,1,75.83333333333333
IND411033AAA,IND400072AAB,1.8944444444444444,0.725,40,38.5,21.5,1,75.77777777777777
IND562132AAA,IND560058AAB,1.8920454545454546,0.65,40,14.0,7.0,1,75.68181818181819
IND244901AAB,IND246725AAB,1.35,0.6607142857142857,56,33.0,28.5,1,75.60000000000001
IND560300AAB,IND563130AAA,1.8888888888888888,0.95,40,17.0,9.0,1,75.55555555555556
IND560099AAB,IND632006AAA,1.177927927927928,0.453125,64,29.0,24.0,0,75.38738738738739
IND388121AAA,IND388620AAB,1.3923076923076922,0.7037037037037037,54,13.5,9.0,1,75.18461538461538
IND000000ACB,IND328001AAA,1.5,0.76,50,33.5,23.5,1,75.0
IND211008AAA,IND211002AAB,4.166666666666667,1.0,18,25.0,6.5,1,75.0
IND562132AAA,IND580028AAA,1.625,0.9782608695652174,46,27.5,16.5,1,74.75
IND842001AAA,IND845418AAB,2.019230769230769,0.7837837837837838,37,50.0,26.0,1,74.71153846153845
IND786001AAB,IND786602AAA,1.5555555555555556,0.8541666666666666,48,12.0,8.0,1,74.66666666666667
IND387001AAA,IND388220AAA,1.7777777777777777,0.9761904761904762,42,14.0,8.0,1,74.66666666666666
IND312605AAB,IND313001AAB,1.7777272727272728,0.9285714285714286,42,52.0,28.0,1,74.66454545454546
IND585330AAE,IND585401AAA,1.7735042735042734,1.0,42,30.5,17.0,1,74.48717948717949
IND144001AAC,IND000000ACA,1.861904761904762,1.0,40,32.0,17.0,1,74.47619047619048
IND481661AAA,IND842003AAB,2.3114285714285714,0.65625,32,57.5,26.5,1,73.96571428571428
IND395023AAA,IND396191AAC,1.8469785575048734,1.0,40,36.5,19.0,1,73.87914230019493
IND600044AAD,IND600056AAB,1.4444444444444444,0.8431372549019608,51,21.0,11.0,1,73.66666666666667
IND600056AAB,IND631501AAA,2.0454545454545454,1.0,36,14.5,8.0,1,73.63636363636364
IND504215AAA,IND505001AAB,1.6363636363636365,0.8888888888888888,45,32.0,21.0,1,73.63636363636364
IND560078AAC,IND562132AAA,1.5,0.5918367346938775,49,20.0,14.0,1,73.5
IND507002AAA,IND508213AAB,1.75,0.9761904761904762,42,28.0,15.0,1,73.5
IND585211AAA,IND585222AAA,1.5,0.9387755102040817,49,14.0,9.0,1,73.5
IND742101AAC,IND742303AAB,2.619047619047619,0.8214285714285714,28,17.5,6.5,1,73.33333333333333
IND247554AAA,IND248001AAA,1.5263157894736843,0.75,48,40.0,30.5,1,73.26315789473685
IND202001AAB,IND282002AAD,1.8198529411764706,1.0,40,36.0,17.0,1,72.79411764705883
IND631003AAA,IND600056AAB,1.9642857142857144,0.972972972972973,37,23.0,14.0,1,72.67857142857143
IND847103AAA,IND847404AAB,1.9642857142857142,0.8918918918918919,37,47.0,25.0,1,72.67857142857143
IND413304AAA,IND413002AAA,1.8571428571428572,0.8461538461538461,39,13.0,7.0,1,72.42857142857143
IND451666AAA,IND421302AAG,2.3333333333333335,0.9032258064516129,31,35.0,18.0,1,72.33333333333334
IND521185AAA,IND521225AAB,1.7142857142857142,0.8333333333333334,42,12.0,7.0,1,72.0
IND302014AAB,IND302020AAA,2.0,0.6666666666666666,36,19.0,7.5,1,72.0
IND591102AAA,IND591307AAC,2.0,1.0,36,48.5,22.0,1,72.0
IND181201AAB,IND181152AAB,3.0,1.0,24,20.5,7.0,1,72.0
IND731224AAA,IND742147AAA,2.1818181818181817,1.0,33,23.0,11.0,1,72.0
IND721253AAC,IND721306AAA,2.32,1.0,31,34.0,15.0,1,71.92
IND110037AAM,IND110020AAB,2.7636363636363637,0.7692307692307693,26,30.5,11.0,1,71.85454545454546
IND245101AAA,IND245304AAA,2.3842105263157896,0.7666666666666667,30,17.5,9.5,1,71.52631578947368
IND562132AAA,IND395023AAA,1.5217391304347827,0.851063829787234,47,28.0,18.0,1,71.52173913043478
IND160102AAD,IND160002AAC,1.8333333333333333,0.5641025641025641,39,12.0,9.0,1,71.5
IND560002AAA,IND560099AAB,1.7857142857142858,0.675,40,19.5,10.0,1,71.42857142857143
IND000000AET,IND000000AAS,2.9761904761904763,1.0,24,42.0,20.0,1,71.42857142857143
IND609001AAA,IND614018AAA,1.9821428571428572,1.0,36,47.5,27.0,1,71.35714285714286
IND600056AAB,IND530012AAA,1.4545454545454546,0.8367346938775511,49,32.0,22.0,1,71.27272727272728
IND131028AAB,IND251001AAA,1.6956521739130435,0.9285714285714286,42,43.0,25.0,1,71.21739130434783
IND184104AAA,IND160002AAC,1.5151515151515151,0.8723404255319149,47,31.0,20.0,1,71.21212121212122
IND473331AAA,IND473226AAA,2.027027027027027,0.9428571428571428,35,64.0,37.0,1,70.94594594594595
IND560099AAB,IND560085AAA,2.083333333333333,0.7058823529411765,34,20.5,11.5,1,70.83333333333333
IND628613AAA,IND627005AAA,1.3333333333333333,0.660377358490566,53,16.0,12.0,1,70.66666666666666
IND605601AAA,IND607106AAA,1.9615384615384617,0.8055555555555556,36,16.0,9.0,1,70.61538461538461
IND396191AAC,IND396232AAA,2.0625,0.9705882352941176,34,16.5,8.0,1,70.125
IND201307AAA,IND201301AAL,1.207142857142857,0.5,58,14.0,12.5,1,70.0142857142857
IND520011AAA,IND521185AAA,1.6666666666666667,0.9047619047619048,42,12.0,7.0,1,70.0
IND764001AAC,IND764059AAA,2.0,0.9428571428571428,35,13.0,6.0,1,70.0
IND829122AAA,IND825301AAA,1.6666666666666667,0.9523809523809523,42,27.0,17.0,1,70.0
IND400016AAB,IND400072AAD,2.9166666666666665,0.7916666666666666,24,29.5,12.0,1,70.0
IND000000ACB,IND110043AAC,1.5555555555555556,0.9777777777777777,45,18.0,13.0,1,70.0
IND313324AAA,IND313001AAB,1.7058823529411764,0.7804878048780488,41,31.0,17.0,1,69.94117647058823
IND813102AAA,IND812002AAA,2.051150895140665,1.0,34,41.0,19.5,1,69.73913043478261
IND507111AAA,IND507117AAB,1.8333333333333333,0.9473684210526315,38,26.5,15.0,1,69.66666666666666
IND271001AAA,IND271201AAA,2.7777777777777777,1.0,25,18.0,6.0,1,69.44444444444444
IND574216AAA,IND575004AAB,2.380952380952381,0.9655172413793104,29,17.0,7.0,1,69.04761904761905
IND204215AAA,IND207001AAA,2.875,1.0,24,16.0,6.0,1,69.0
IND523316AAB,IND522647AAA,1.6393188854489162,1.0,42,29.5,18.0,1,68.85139318885449
IND781014AAA,IND781124AAA,2.291666666666667,0.8333333333333334,30,14.0,7.0,1,68.75000000000001
IND000000AFT,IND410210AAA,2.75,0.52,25,31.0,13.0,1,68.75
IND834002AAB,IND829122AAA,2.45,1.0,28,36.0,15.5,1,68.60000000000001
IND686507AAA,IND686513AAA,2.4444444444444446,0.6785714285714286,28,15.5,8.0,1,68.44444444444446
IND425201AAA,IND425508AAB,1.9,1.0,36,18.5,9.0,1,68.39999999999999
IND141003AAB,IND142026AAA,1.626984126984127,1.0,42,25.5,15.5,1,68.33333333333333
IND000000AFT,IND421302AAG,2.3529411764705883,0.9310344827586207,29,24.0,10.0,1,68.23529411764706
IND641607AAA,IND641062AAD,1.7954545454545454,1.0,38,37.5,21.0,1,68.22727272727272
IND842003AAB,IND480886AAA,2.19375,0.967741935483871,31,35.0,17.0,1,68.00625000000001
IND506132AAA,IND122001AAJ,1.7894736842105263,0.9736842105263158,38,33.0,19.0,1,68.0
IND506002AAA,IND506143AAA,2.0,1.0,34,19.0,10.5,1,68.0
IND144401AAB,IND144001AAB,2.0,0.8235294117647058,34,12.0,5.0,1,68.0
IND573134AAB,IND573201AAB,2.4272727272727272,1.0,28,34.5,14.5,1,67.96363636363637
IND600110AAA,IND600056AAB,1.6961538461538461,0.925,40,20.5,12.0,1,67.84615384615384
IND853204AAA,IND851204AAA,2.0555555555555554,1.0,33,31.0,15.0,1,67.83333333333333
IND221010AAB,IND233001AAA,8.477272727272727,1.0,8,149.0,16.5,1,67.81818181818181
IND431514AAA,IND431515AAA,2.1176470588235294,0.96875,32,21.5,10.5,1,67.76470588235294
IND852113AAA,IND852139AAB,2.708333333333333,0.8,25,62.0,24.0,1,67.70833333333333
IND600044AAD,IND600048AAA,2.9375,0.8260869565217391,23,26.0,10.0,1,67.5625
IND571124AAA,IND570020AAA,3.375,1.0,20,50.5,20.0,1,67.5
IND205001AAB,IND209721AAB,2.25,1.0,30,32.5,16.0,1,67.5
IND712311AAA,IND712410AAC,3.969298245614035,0.8823529411764706,17,100.0,29.0,1,67.4780701754386
