hub_id,city,state,betweenness,in_degree,out_degree,degree,clustering,pagerank,closeness,avg_outgoing_delay,avg_incoming_delay,total_volume,norm_betweenness,norm_delay,norm_volume,norm_in_degree,norm_pagerank,bottleneck_score
IND207123AAA,Kasganj_BnkrGate_D,Uttar Pradesh,0.0,1,1,2,0.0,0.0002118935063086603,0.10608116408718025,8.098039215686274,0.8787499999999999,7,0.0,0.7948084192009441,0.00015569048731122528,0.022222222222222223,0.009698275032543285,0.20192529262317482
IND671315AAA,Kanhangad_Arangadi_D,Kerala,0.0,0,1,1,0.0,0.00011911212088054774,0.0,8.01923076923077,1.0,2,0.0,0.7863062303851229,2.594841455187088e-05,0.0,0.0,0.19658174727919112
IND209304AAA,Kanpur_Central_H_6,Uttar Pradesh,0.03695124387748306,16,13,29,0.03463203463203463,0.004893361411040146,0.15186197152931907,1.9407846260020174,2.9051476144684347,3759,0.1670809708243204,0.1305377291533431,0.09751414188593077,0.35555555555555557,0.4990438812294662,0.19607554413253625
IND721102AAA,Midnapore_Talkui_D,West Bengal,0.0026561933534743204,1,1,2,1.0,0.0003450883143632424,0.11250645080754283,7.478260869565218,2.0,25,0.012010403916768666,0.7279441075734615,0.0006227619492449011,0.022222222222222223,0.023620894052077217,0.19089853228151332
IND523201AAA,Addanki_Oilmilrd_D,Andhra Pradesh,0.0,1,1,2,0.0,0.0009278375666973409,0.08410737936581007,7.2631578947368425,1.30625,41,0.0,0.7047378880742832,0.0010379365820748353,0.022222222222222223,0.0845346484443738,0.18706774640164534
IND302026AAA,Jaipur_Bhankrot_DC,Rajasthan,0.0,1,1,2,0.0,0.0004087629728042741,0.0035615695553583753,7.404761904761905,2.125,42,0.0,0.7200147281143958,0.001063884996626706,0.022222222222222223,0.03027669410631167,0.18546635066077768
IND600056AAB,MAA_Poonamallee_HB,Tamil Nadu,0.036825377643504534,18,18,36,0.05928853754940711,0.004189933845953256,0.15546644055999623,1.6323007565273235,1.8316222192483786,3774,0.16651184647665676,0.0972571834393779,0.09790336810420883,0.4,0.425515835057202,0.18472569925323631
IND401602AAA,Dahanu_KetyDPP_D,Maharashtra,0.0,1,1,2,0.0,0.0007893206868511473,0.0006038647342995169,7.15090909090909,2.2777777777777777,82,0.0,0.6926280119453018,0.0021018215787015414,0.022222222222222223,0.07005572262105776,0.18280516178639372
IND781018AAB,Guwahati_Hub,Assam,0.03661510574018127,17,15,32,0.03162055335968379,0.0042084512269234976,0.14727915463701416,1.8755233750785985,2.3543664448966855,2242,0.1655610683685959,0.12349706913956053,0.05815039701074264,0.37777777777777777,0.42745142432118133,0.18097364082594314
IND751002AAB,Bhubaneshwar_Hub,Orissa,0.021441691842900304,13,6,19,0.10833333333333334,0.0031355343912597695,0.16257463836482947,3.1382592510688485,2.3997288659053364,3993,0.09695204581220493,0.2597263608594793,0.10358607089106855,0.28888888888888886,0.3153013145626343,0.18000104077250756
IND462022AAA,Bhopal_Trnsport_H,Madhya Pradesh,0.029225823247703866,13,9,22,0.0718954248366013,0.004301579493357045,0.1599968532268399,2.2234359847994476,2.071420831084374,3714,0.13214924340725515,0.1610313542611672,0.09634646323109658,0.28888888888888886,0.4371859582151196,0.17838685111445127
IND562125AAA,Bengaluru_Sarjapur_D,Karnataka,0.0,1,1,2,0.0,0.00022036610271954817,0.0006038647342995169,7.125,1.7647058823529411,3,0.0,0.6898328295395715,5.189682910374176e-05,0.022222222222222223,0.010583900633555623,0.17574919903629138
IND382430AAB,Ahmedabad_East_H_1,Gujarat,0.031394561933534744,17,13,30,0.03985507246376811,0.0035913633474491603,0.15051508042928075,1.6958170147441403,1.8063652267060353,3713,0.14195554292708515,0.10410958625306277,0.0963205148165447,0.37777777777777777,0.36294831362956526,0.16904854869178873
IND302014AAA,Jaipur_Hub,Rajasthan,0.04632507552870091,10,8,18,0.06666666666666667,0.0028407123655516814,0.15514342697063407,1.7418832006486804,1.7962653538234299,2491,0.20946625284140585,0.10907940139598983,0.06461155223415849,0.2222222222222222,0.28448408675583514,0.16417598018812693
IND842001AAA,Muzaffrpur_Bbganj_I,Bihar,0.020239875521435618,12,15,27,0.057971014492753624,0.005025882776516875,0.14641280666856116,2.336781656556364,3.9467082868167704,1980,0.09151784071727997,0.1732595651456122,0.051351912398152476,0.26666666666666666,0.512896106480805,0.1635727953318287
IND242001AAA,Shahjhnpur_NavdaCln_D,Uttar Pradesh,0.003821148036253777,1,1,2,0.0,0.00066192541415996,0.07897464981593462,6.230769230769231,2.1856617647058822,5,0.01727793320510579,0.59335942869402,0.00010379365820748353,0.022222222222222223,0.05673931883268938,0.1623040466324247
IND788713AAA,Karimganj_Alngjuri_D,Assam,0.0,2,2,4,1.0,0.0003980623048213003,0.08901005054352865,6.461538461538462,3.505735492577598,36,0.0,0.6182557902025495,0.0009081945093154808,0.044444444444444446,0.029158172102658062,0.16210584810721074
IND462021AAA,Bhopal_Indrapri_DC,Madhya Pradesh,0.0,0,1,1,0.0,0.00011911212088054774,0.0,6.7272727272727275,1.0,2,0.0,0.6469243276972196,2.594841455187088e-05,0.0,0.0,0.1617362716072153
IND754202AAA,Cuttack_SliprDPP_DC,Orissa,0.002669486404833837,1,1,2,0.0,0.0013167253226016907,0.08278329423610441,6.0,2.606060606060606,4,0.012070510578772512,0.5684630671854908,7.784524365561264e-05,0.022222222222222223,0.12518440158339272,0.16109667692823568
IND621112AAA,Tiruchi_Samyaprm_D,Tamil Nadu,0.0,1,1,2,0.0,0.00022036610271954817,0.0006038647342995169,6.458333333333333,1.9375,51,0.0,0.6179100074038198,0.001297420727593544,0.022222222222222223,0.010583900633555623,0.15801759828205145
IND785112AAC,Teok_Wardno3_D,Assam,0.00038869279344186863,1,2,3,1.0,0.0007903129949152003,0.1027953350784226,6.1875,2.2,17,0.0017575367556235044,0.5886913609111709,0.0004151746328299341,0.022222222222222223,0.07015944683769659,0.15710917992481882
IND443201AAA,Chikhli_KKndrDPP_D,Maharashtra,0.0,1,1,2,0.0,0.0005088546914372948,0.09591590417593601,6.25,2.7672064777327936,5,0.0,0.5954341254863976,0.00010379365820748353,0.022222222222222223,0.04073910541116428,0.15517542286657954
IND425405AAA,Shirpur_KrantiNgr_D,Maharashtra,0.0013558912386706949,2,2,4,0.6666666666666666,0.00026580170062599664,0.002574370709382151,6.05,1.8492063492063493,34,0.006130879524392376,0.5738572788456721,0.000856297680211739,0.044444444444444446,0.015333203769433026,0.15175915190238545
IND311302AAA,Badnaur_BhmrdDPP_D,Rajasthan,0.0,2,1,3,0.3333333333333333,0.0008977731858388245,0.09241402401109677,5.882352941176471,1.9224758085052205,20,0.0,0.5557708044556523,0.0004930198764855467,0.044444444444444446,0.08139207159122977,0.1516249566927776
IND828111AAA,Dhanbad_Jharia_DC,Jharkhand,0.0,2,1,3,0.0,0.000531013607578377,0.11327447117865017,6.0,2.5,21,0.0,0.5684630671854908,0.0005189682910374177,0.044444444444444446,0.04305533794172706,0.15096953869319732
IND201301AAD,NOI_RPC,Delhi,0.0,1,1,2,0.0,0.00035255728758336834,0.1257079653214919,6.115384615384615,2.8333333333333335,15,0.0,0.5809112479397553,0.00036327780372619233,0.022222222222222223,0.024401612686157172,0.149962851036522
IND521165AAA,Vuyyuru_BhogdDPP_D,Andhra Pradesh,0.0,2,1,3,1.0,0.000830151634506793,0.12110044015725946,5.8076923076923075,2.423233695652174,12,0.0,0.5477160992617162,0.00028543256007057966,0.044444444444444446,0.07432370976499457,0.14886292674838705
IND424304AAC,Sakri_DhuleRoad_D,Maharashtra,0.0,3,2,5,1.0,0.0002979576146922245,0.002717391304347826,5.896428571428571,2.1183166248955723,49,0.0,0.5572893430322579,0.0012455238984898022,0.06666666666666667,0.018694404910137408,0.14810754769544282
IND768201AAA,Jharsuguda_MbRoad_D,Orissa,0.0,0,1,1,0.0,0.00011911212088054774,0.0,5.833333333333333,1.0,2,0.0,0.5504823616515527,2.594841455187088e-05,0.0,0.0,0.13762578009579857
